Park Name,County,Park Identifier,Park Address,Fire Authority,Jurisdiction,MH Spaces,RV Lots w/Drains,RV Lots w/o Drains,Operated By
PALM VIEW RESORT,RIVERSIDE,33-0450-MP,"22200 RIVER RD, PERRIS, CA,  92570,  (714) 567-7791","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","RIVERSIDE, MOBILEHOME PARKS PROGRAM - PO BOX 7600,  RIVERSIDE,  CA,  92513,  (951) 358-5172, MERKI, DOTTIE",0,40,0,"FAGAN, MIKE, PO BOX 26095, SAN DIEGO,  CA,  92196, "
REGENCY PARK,SACRAMENTO,34-0025-MP,"6001 RIZA AVE, SACRAMENTO, CA,  95823,  (916) 428-6795","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",105,0,0,"RIZA INVESTMENTS, LLC, 621 TULLY RD A 101, SAN JOSE,  CA,  95111, "
SILVER CREEK ESTATES,SANTA CLARA,43-0114-MP,"1520 E CAPITOL EXPY, SAN JOSE, CA,  95121,  (408) 274-5455","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",240,0,0,"SILVER CREEK ESTATES LTD, 3424 CARSON STREET SUITE # 550, TORRANCE,  CA,  90503, "
MISSION MOBILE MANOR,RIVERSIDE,33-0267-MP,"8110 MISSION BLVD, RIVERSIDE, CA,  92509,  (619) 346-1508","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",60,0,0,"MISSION MOBILE MANOR MHP LLC, PO BOX 3670, ONTARIO,  CA,  91761, "
LAZY SPOKES TP,LOS ANGELES,19-0358-MP,"10931 S FIRST AVE, WHITTIER, CA,  90603,  (562) 947-1314","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",19,12,0,"ASCHIERIS, MIKE, 1575 PALCENTIA AVE, NEWPORT BEACH,  CA,  92663, "
ALOHA MOBILE HOME PARK,RIVERSIDE,33-0006-MP,"905 W LA CADENA DR, RIVERSIDE, CA,  92501,  (951) 781-9123","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",17,0,0,"BAEK, HWA, 905 W LA CADENA DR SP 5, RIVERSIDE,  CA,  92501, "
BIG FOOT CAMPGROUND,TRINITY,53-0065-MP,"39810 HWY 299 W, JUNCTION CITY, CA,  96048,  (530) 623-6088","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",14,20,7,"MUNRO, JAMES, PO BOX 280, JUNCTION CITY,  CA,  96048, "
VALLEY MHP,FRESNO,10-0109-MP,"410 N 8TH ST, FOWLER, CA,  93625,  (559) 834-3917","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",52,6,0,"HATCH PROPERTIES, 3745 TRUDY LN, SAN DIEGO,  CA,  92106, "
COMET TP,SAN BERNARDINO,36-0054-MP,"1405 E HOLT BLVD, ONTARIO, CA,  91761,  (909) 985-3553","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",23,0,0,"PALA ENTERPRISES, 12018 CENTRAL AVE, CHINO,  CA,  91710, "
SAMOA VILLAGE MHP 2,SAN BERNARDINO,36-0543-MP,"2300 S SULTANA AVE, ONTARIO, CA,  91761,  (909) 984-3910","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",98,12,0,"SAFETY INVESTMENT COMPANY, 3491 CONCOURS STREET SUITE # 204, ONTARIO,  CA,  91764, "
RIVERDALE ESTATES,RIVERSIDE,33-0249-MP,"80 870 HWY 111, INDIO, CA,  92201,  (760) 347-0103","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","INDIO, MOBILEHOME PARKS PROGRAM P.O. DRAWER 1788,  INDIO,  CA,  92202,  (760) 342-6500, VACANT, BUILDING OFFICIAL",185,0,0,"BREIT RIVERDALE MHC LLC, 2075 S COTTONWOOD DR, TEMPE,  AZ,  85282, "
GARDENA VILLAS,LOS ANGELES,19-1292-MP,"16949 S.  WESTERN AVE, GARDENA, CA,  90247,  (310) 329-7001","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",194,0,0,"PACIFIC MOBILE I LP, 16133 VENTURA BLVD SUITE 640, ENCINO,  CA,  91436, "
ACE TRAILER PARK LLC, DBA EMERALD,LOS ANGELES,19-1293-MP,"17024 S WESTERN AVE, GARDENA, CA,  90247,  (310) 324-1612","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",79,0,0,"FLESH MORGAN & PASTERNAK, 3491 CONCOURS ST SUITE # 204, ONTARIO,  CA,  91764, "
RIVER OAKS,TRINITY,53-0076-MP,"561 DEADWOOD RD, LEWISTON, CA,  96052,  (530) 778-0220","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",20,30,5,"WUOLTEE, JACOB, PO BOX 300, LEWISTON,  CA,  96052, "
MACUMBER CAMPGROUND,SHASTA,45-0172-MP,"MACUMBER RESERVOIR, SHINGLETOWN, CA,  96088,  (916) 923-7069","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,0,12,"PACIFIC GAS & ELECTRIC, 3600 MEADOWVIEW DR, REDDING,  CA,  96002, "
GREEN ACRES MOBILE MANOR,MERCED,24-0051-MP,"1400 MEREDITH AVE, GUSTINE, CA,  95322,  (209) 854-2001","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",100,0,0,"GREEN ACRES MOBILE MANOR LLC, 8801 FOLSOM BLVD SUITE # 295, SACRAMENTO,  CA,  95826, "
WALNUT TREE TP,VENTURA,56-0031-MP,"1707 N VENTURA AVE, VENTURA, CA,  93001,  (805) 650-1972","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",24,0,0,"MCLAIN, JONELL, 4740 ROCKFORD COURT, VENTURA,  CA,  93001, "
PARK ROYALE TP,LOS ANGELES,19-1193-MP,"7650 BALBOA BLVD, VAN NUYS, CA,  91406,  ","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",145,0,0,"WEINTRAUB FINANCIAL SERVICES INC., PO BOX 1919, RANCHO CUCAMONGA,  CA,  91729, "
BARRETT LAKE MOBILE HOME PARK,SAN DIEGO,37-0306-MP,"1250 BARRETT LAKE RD, DULZURA, CA,  91917,  (619) 772-4910","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",56,35,0,"1250 BARRETT LAKE LLC, 7228 OCOTILLO ST, SANTEE,  CA,  92071, "
LAMPLIGHTER VILLAGE MH ESTATES,SAN DIEGO,37-0689-MP,"10767 JAMACHA BLVD, SPRING VALLEY, CA,  91978,  (619) 660-0400","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",270,0,0,"MHC FINANCING LP-ATTN: JENNILEE GRINIS, 2N RIVERSIDE SUITE # 800, CHICAGO,  IL,  60606, "
VALLEY VIEW MHP 1,SAN DIEGO,37-0656-MP,"1455 S ALTURAS ST, FALLBROOK, CA,  92028,  (619) 728-2328","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",145,0,0,"VALLEY VIEW MHP, LLC, 1455 ALTURAS RD, FALLBROOK,  CA,  92028, "
VILLA SANTA CRUZ,SANTA CRUZ,44-0114-MP,"2435 FELT ST, SANTA CRUZ, CA,  95062,  (408) 475-0900","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",121,0,0,"VILLA SANTA CRUZ COOPERATIVE INC, 2435 FELT ST, SANTA CRUZ,  CA,  95062, "
RAILROAD PARK RESORT,SISKIYOU,47-0045-MP,"100 RAILROAD PARK RD, DUNSMUIR, CA,  96025,  (530) 235-4440","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,20,30,"RAILROAD PARK INC, 100 RAILROAD PARK ROAD, DUNSMUIR,  CA,  96025, "
ELDERS MHP,PLACER,31-0046-MP,"3945 GRASS VALLEY HWY, AUBURN, CA,  95602,  (530) 885-2641","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",45,7,0,"ELDER, JIM & NEVILLE, BETTY PARTNERSHIP, 3945 GRASS VALLEY HWY #41, AUBURN,  CA,  95602, "
SHAMROCK SENIOR MH COMMUNITY,SONOMA,49-0181-MP,"6418 OLD REDWOOD HWY, SANTA ROSA, CA,  95403,  (707) 838-4389","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",127,0,0,"SEMAIN BROTHERS L P, 1635 AVIATION BLVD, REDONDO BEACH,  CA,  90278, "
THE CLIFFS,SAN DIEGO,37-0403-MP,"4950 OLD CLIFFS RD, SAN DIEGO, CA,  92120,  (619) 448-2133","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","SAN DIEGO, DEVELOPMENT SERVICES 1222 FIRST AVE., MS 511, 5TH FLOOR,  SAN DIEGO,  CA,  92101,  (619) 236-5528, ELIAS, PAUL",262,0,0,"J B TORRANCE INC, 4920 OLD CLIFFS RD, SAN DIEGO,  CA,  92120, "
DIAMOND JACK RANCH,SAN DIEGO,37-1003-MP,"15724 LYON VALLEY RD, JAMUL, CA,  91935,  (619) 669-0099","undefined , undefined, undefined, undefined,undefined,undefined,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",0,36,0,"ROUGHTON, CAROL, 15724 LYONS VALLEY RD., JAMUL,  CA,  91935, "
VITA SPRINGS MHP,SAN DIEGO,37-0208-MP,"HWY 94\LYONS VALLEY RD, JAMUL, CA,  91935,  ","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",17,0,0,"KLEEGE, ROBERT, 13838 HIGHWAY 94/CAMPO RD, JAMUL,  CA,  91935, "
POMO CAMP GROUND,MENDOCINO,23-0211-MP,"17999 TREGONING LN, FORT BRAGG, CA,  95437,  (707) 964-3373","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",1,59,44,"CARTER, STERLING & JANET, 17999 TREGONING, FORT BRAGG,  CA,  95437, "
DESERT HILLS MP,RIVERSIDE,33-0032-MP,"67751 E PALM CANYON, CATHEDRAL CITY, CA,  92234,  (909) 769-3624","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","CATHEDRAL CITY, MOBILEHOME PARKS PROGRAM 68-700 AVENIDA LALO GUERRERO,  CATHEDRAL CITY,  CA,  92234,  (760) 770-0358, JIMENEZ, ALBERT",71,38,0,"DESERT HILLS MOBILE ESTATES INC, 15215 S ATLANTIC AVE, EAST RANCHO DOMINGUEZ,  CA,  90221, "
SKP PARK OF THE SIERRAS INC,MADERA,20-0051-MP,"45323 PARK SIERRA DR, COARSEGOLD, CA,  93614,  (559) 658-8696","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,256,0,"SKP PARK OF THE SIERRAS INC, 45323 PARK SIERRA DR, COARSEGOLD,  CA,  93614, "
CLARKS MHP,SAN BERNARDINO,36-0028-MP,"57134 HWY 127, BAKER, CA,  92309,  (714) 337-8463","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",81,15,0,"CLARK, LOIS, PO BOX 69, BAKER,  CA,  92309, "
HILLCREST MHP,PLACER,31-0063-MP,"22235 FORESTHILL RD, FORESTHILL, CA,  95631,  (775) 852-4678","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",81,0,0,"HILLCREST MHP LP, 8801 FOLSOM BLVD SUITE # 295, SACRAMENTO,  CA,  95826, "
PINE CANYON MOBILE ESTATES,MONTEREY,27-0267-MP,"51201 PINE CANYON RD, KING CITY, CA,  93930,  (831) 385-3353","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",123,0,0,"PINE CANYON MOBILE ESTATES INC, 51201 PINE CANYON ROAD #125, KING CITY,  CA,  93930, "
TRAVELERS RV PARK,KINGS,16-0066-MP,"33000 CYRIL PLACE, KETTLEMAN CITY, CA,  93239,  (559) 386-0585","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",2,44,0,"ROCKIN' RV, LLC, 1375 SUTTER STREET, SAN FRANCISCO,  CA,  94109, "
DOC\ALS ROBINSON CREEK RESORT,MONO,26-0049-MP,"85 TWINLAKES RD, BRIDGEPORT, CA,  93517,  (760) 932-7051","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,17,0,"CAL-COAST MARINE INC, PO BOX 266, BRIDGEPORT,  CA,  93517, "
VISTA DEL MONTE MOBILE HOME PARK,LOS ANGELES,19-1443-MP,"416 JEFFRIES AVE, MONROVIA, CA,  91016,  (818) 446-3416","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",87,0,0,"ETTENSPERGER, D, PO BOX 1919, RANCHO CUCAMONGA,  CA,  91729, "
PLEASANT VALLEY MOBLIE HOME PARK,VENTURA,56-0041-MP,"250 E PLEASANT VALLEY RD, OXNARD, CA,  93033,  (805) 488-3358","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",119,0,0,"JDH CAPITAL LLC, 22231 MULHOLLAND HWY #101, CALABASAS,  CA,  91302, "
SUNBURST MOBILE HOME ESTATES,LOS ANGELES,19-1109-MP,"21001 PLUMMER ST, CHATSWORTH, CA,  91311,  (818) 341-3737","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",118,0,0,"BROTT, JAMES, 6255 N. SHERIDAN RD #33, CHICAGO,  IL,  60660, "
VALLEY WEST MOBILE HOME COMMUNITY,HUMBOLDT,12-0148-MP,"1303 POPLAR DR, ARCATA, CA,  95521,  (707) 822-3651","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",134,0,0,"NORCAL ENTERPRISES, LP, 1654 THE ALAMEDA STE 100, SAN JOSE,  CA,  95126, "
THE PALM PALM PARK,KERN,15-0130-MP,"17657 FRONTAGE RD, AERIAL ACRES, CA,  93523,  (760) 769-4814","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",33,0,0,"GORADIA, YOGESH, RANJAN GORADIA 32063 PACIFICA DR, RANCHO PALOS VERDES,  CA,  90275, "
PINEZANITA TRAILER RANCH,SAN DIEGO,37-0507-MP,"4446 HWY 79, JULIAN, CA,  92036,  (760) 765-0429","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","SAN DIEGO, DEPT. ENVIRONMENTAL HEALTH & QUALITY MOBILEHOME PARKS PROGRAM PO BOX 129261,  SAN DIEGO,  CA,  92112,  (619) 338-2222, ",0,242,0,"undefined, undefined, undefined,  undefined,  undefined, "
BOLSA CHICA MOBILE ESTATES,SAN LUIS OBISPO,40-0158-MP,"950 HUASNA RD, ARROYO GRANDE, CA,  93420,  (805) 489-2203","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",65,0,0,"BOLSA CHICA MOBILE ESTATES INC, 950 HUASNA RD #66, ARROYO GRANDE,  CA,  93420, "
PLEASANT HILL MOBILE MANOR,SAN LUIS OBISPO,40-0103-MP,"1623 23RD ST, OCEANO, CA,  93445,  (805) 709-8001","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",30,0,0,"GREENFIELD & COWEN, 1623 23RD ST SPACE # 32, OCEANO,  CA,  93445, "
HILBY HEIGHTS PARK,MONTEREY,27-0018-MP,"1528 HILBY AVE, SEASIDE, CA,  93955,  (418) 394-7951","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",9,2,0,"SPADERO, GIUSEPPE, 50 VIA ENCINA, MONTEREY,  CA,  93940, "
POND DEROSA MHP,MONTEREY,27-0014-MP,"17555 POND DEROSA LN, SALINAS, CA,  93907,  (510) 325-2979","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",10,0,0,"POND-DEROSA MHP LLC, 44844 SO GRIMMER BLVD, FREMONT,  CA,  94538, "
LAKELAND VILLA,LOS ANGELES,19-0902-MP,"12147 E LAKELAND RD, SANTA FE SPRINGS, CA,  90670,  (562) 944-6500","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",99,0,0,"LAKELAND VILLA, LLC, 31201 HOLLY DRIVE, LAGUNA BEACH,  CA,  92651, "
HIDDEN HARBOR MARINA & RV PARK,TEHAMA,52-0025-MP,"24680 HIDDEN HARBOR DR, LOS MOLINOS, CA,  96055,  (530) 384-1800","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",11,80,4,"LEUNG, SYLVIA, 43450 SABERCAT ROAD, FREMONT,  CA,  94539, "
FIRE MOUNTAIN TP,TEHAMA,52-0002-MP,"HWY 36, 15 MI W OF CHESTER, MILL CREEK, CA,  96061,  (530) 258-2938","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,32,1,"WILLIS, KEN & PATSY, FIRE MOUNTAIN LODGE, MILL CREEK,  CA,  96061, "
EAGLE'S NEST RV PARK,MODOC,47-11961-MP,"634 COUNTY RD 97 A, ALTURAS, CA,  96101,  (530) 664-2081","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",,,,"RISSMAN, CRAIG&BARBARA, 634 COUNTY RD 97 A, TIONESTA,  CA,  96134, "
CULVER CITY TERRACE,LOS ANGELES,19-0044-MP,"11250 PLAYA ST, CULVER CITY, CA,  90230,  (213) 398-3761","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",117,0,0,"CULVER CITY MOBILEHOME OWNERS ASSOCIATION, C/O LES FRAME ENTERPRISES INC 1635 AVIATION BLVD, REDONDO BEACH,  CA,  90278, "
LAKESIDE MHP,EL DORADO,09-0026-MP,"3987 CEDAR AVE, SOUTH LAKE TAHOE, CA,  96150,  (530) 544-4704","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",43,0,0,"EHRLER, BEN & OTTO & TED, 3987 CEDAR AVE, SOUTH LAKE TAHOE,  CA,  96150, "
MADRONE MOBILE ESTATES,SANTA CLARA,43-0120-MP,"200 BURNETT AVE, MORGAN HILL, CA,  95037,  (415) 682-9361","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",173,0,0,"YOHANAN, JANA, PO BOX 620006, WOODSIDE,  CA,  94062, "
SOQUEL CONFERENCE CENTER,SANTA CRUZ,44-0118-MP,"1931 OLD SAN JOSE RD, SOQUEL, CA,  95073,  (831) 464-4936","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,10,0,"CENTRAL CALIFORNIA CONFERENCE OF SDA, PO BOX 770, CLOVIS,  CA,  93613, "
BROWNS OWENS RIVER CAMPGROUND,MONO,14-0098-MP,"5 MI E OF HWY 395, CROWLEY LAKE, CA,  93546,  (760) 872-6911","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",0,0,60,"BROWNS SUPPLY INC, 219 WYE RD, BISHOP,  CA,  93514, "
HERMOSA BEACH RV COURT,LOS ANGELES,19-0285-MP,"725 10TH ST, HERMOSA BEACH, CA,  90254,  (310) 373-8955","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",0,0,19,"BREDESEN, CHRIS, 1820 S ELENA AVE SUITE # L, REDONDO BEACH,  CA,  90277, "
OUTWARD BOUND MIDPINES,MARIPOSA,22-0044-MP,"6617 HWY 140, MIDPINES, CA,  95345,  (209) 742-6999","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,0,15,"OUTWARD BOUND WILDERNESS, 1539 PERSHING DR, SAN FRANCISCO,  CA,  94129, "
STONEGATE ESTATES MH COMMUNITY,FRESNO,10-0135-MP,"221 W HERNDON AVE, FRESNO, CA,  93705,  (559) 439-6511","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","FRESNO, CITY OF FRESNO BUSINESS TAX DIVISION 2600 FRESNO STREET,  FRESNO,  CA,  93721,  (559) 621-7500, ",226,0,0,"GRABISCH, BRIGITTE, 565 VIA CASITAS #35, GREENBRAE,  CA,  94904, "
ELK CREEK CAMPGROUND,SISKIYOU,47-0060-MP,"921 ELK CREEK RD, HAPPY CAMP, CA,  96039,  (530) 493-2208","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",8,8,29,"COLLUM, OLEN & ROBERTA, PO BOX 318, HAPPY CAMP,  CA,  96039, "
SACRAMENTO VALLEY MOBILE HOME PARK,SACRAMENTO,34-0106-MP,"10090 OLD PLACERVILLE RD, SACRAMENTO, CA,  95827,  (408) 778-4456","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",32,0,0,"HAT CREEK CATTLE CO, LLC, 15105 CONCORD CIR # 220, MORGAN HILL,  CA,  95037, "
